SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,QW_LAT,QW_LONG,CSA_Name,URBAN_CENTER,BasinGIS_km2,Elev_atQWsite,SITE_Ecoregions3_code,SITE_Ecoregions3_name,DevelopedHigh2011,DevelopedMed2011,DevelopedLow2011,DevelopedOpen2011,BarrenLand2011,DeciduousForest2011,EvergreenForest2011,MixedForest2011,GrasslandHerb2011,ShrubScrub2011,CultivatedCrops2011,PastureHay2011,WoodyWetlands2011,EmerHerbWetlands2011,OpenWater2011,SumAreaNLCD2011,Canopy2011,Imperviousness2001,Imperviousness2006,Imperviousness2011,Dev_CommServices2012,Dev_IndusMilitary2012,Dev_MajorTransp2012,Dev_Other2012,Dev_Recreation2012,Dev_ResidHigh2012,Dev_ResidLowMed2012,SemiDev_AnthroOth2012,SemiDev_UrbHigh2012,SemiDev_UrbLowMed2012,Prod_Crops2012,Prod_GrazingPot2012,Prod_Mining2012,Prod_PastureHay2012,LowUse2012,VeryLowUse_Conserv2012,Water2012,Wetlands2012,SumAreaNWALT2012,Dense_Urban,Total_Urban,CSQA_Total_Urban,Extended_Urban,Crops,Total_Ag,Total_Developed,Total_Low_Use,LU_cat,Major_LU,GolfCourseArea,UrbanAge_mean,UrbanAge_PCT_1940,UrbanAge_PCT_1950,UrbanAge_PCT_1960,UrbanAge_PCT_1970,UrbanAge_PCT_1980,UrbanAge_PCT_1990,UrbanAge_PCT_2000,UrbanAge_PCT_2010,UrbanAge_PCT_NonUrban,UrbanAge_SUM_AREA,DamDensity2009,DamDensity2016,DamMajDensity2009,DamMajDensity2016,DamNIDstorage2009,DamNIDstorage2016,DamNORMALstorage2009,DamNORMALstorage2016,DamNumMajDams2009,DamNumMajDams2016,NumDams2009,NumDams2016,BaseFlowIndex,DunneOverlandFlow,HortonOverlandFlow,IndexSubsFlowContact,Runoff2013,Runoff2014,Runoff2015,Runoff2016,Runoff2017,Stream_Ephemeral,Stream_Intermittent,Stream_Perennial,Stream_StreamRiver,StreamDensity,TopogWetnessIndex,N_AtmosphDepos2013,N_AtmosphDepos2014,N_AtmosphDepos2015,N_AtmosphDepos2016,N_AtmosphDepos2017,N_FertFarm2012,N_FertNonFarm2012,N_Manure2012,N_Wastewater1992,N_Wastewater1997,N_Wastewater2002,N_NPDES_2012,NumFacilities2012,NumMajorFacilities2012,P_FertFarm2012,P_FertNonFarm2012,P_Manure2012,P_Wastewater1992,P_Wastewater1997,P_Wastewater2002,P_NPDES_2012,Total_N,Total_P,AdjHouseIncome_mean,HousingDensity2000,HousingDensity2010,PopDensity1990,PopDensity2000,PopDensity2010,RoadDensity2013,RoadDensity2014,RoadDensity2015,RoadDensity2016,RoadDensity2017,DepthToWaterTable,AvailWaterCapacity,BulkDensity,KfactorUpperHorizon,OrganicMatter,Permeability,SandContent,SiltContent,ClayContent,RainfallErosivity,SoilLoss_Afactor,SoilThickness,SRL25Agland,Elev_MeanWatershed,Slope,TRI_NumOfChems2010,TRI_NumOfFacil,TRI_NumOfSuperFund,TRI_SumLbs2010
383039122502401,T383039122502401,CA_Windsor,CSQA,WINDSOR C A MARK WEST STATION RD NR WINDSOR CA,38.510957,-122.839956,"San Jose-San Francisco-Oakland, CA",North Bay,65.13,17.54999924,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",2.63,12.07,9.62,10.69,0.03,0.31,4.56,8.51,23.62,13.59,13.66,0.22,0.05,0.01,0.42,65125677,13.03,11.97,13.80,14.16,4.38,3.02,2.83,2.00,2.31,9.26,8.83,0.40,5.26,2.01,13.90,2.70,0.00,0.32,42.35,0.00,0.44,0.00,65102400,10.22,37.88,32.62,40.29,13.90,16.92,57.21,42.79,Mixed,Mixed,0.63,1962,4.17,4.11,7.75,5.77,7.16,5.54,,,65.50,65180000,,10.748,,3.071,,19.867,,19.867,,2,,7,35.565,3.837,7.107,789.334,,,,505.400,1107.800,,97.01,0.00,0.00,0.011,10.142,,,0.935,2.562,18.798,99156.157,3889.293,163238.700,,,,,,,10046.032,95.833,34500.136,,,,,5968.350,685.435,66.145,140.162,176.458,248.604,407.838,484.218,,,,,5.168,5.135,0.130,1.475,0.324,0.61,0.90,28.96,42.52,28.52,957.166,0.581,56.566,1.791,77.93,0.09,0,3,,0
383109122363301,T383109122363301,CA_MarkWTar,CSQA,MARK WEST C A TARWATER RD NR CALISTOGA CA,38.519047,-122.609222,"San Jose-San Francisco-Oakland, CA",North Bay,10.45,311.0599976,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.00,0.00,0.00,4.82,0.14,0.05,63.68,4.59,4.94,21.78,0.00,0.00,0.00,0.00,0.00,10447503,62.04,0.10,0.10,0.10,0.03,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.76,0.00,0.00,0.00,10443600,0.03,1.24,1.24,1.24,0.00,0.00,1.24,98.76,Undeveloped,Undeveloped,,,,,,,,,,,100.00,10460000,,,,,,,,,,,,,29.965,2.776,2.465,21.759,,,,476.852,1083.279,,73.58,23.06,0.00,0.011,7.523,,,1.567,4.086,24.631,0.000,93.069,0.000,,,,,,,0.000,2.293,0.000,,,,,2471.974,0.219,50.709,6.858,7.103,13.541,14.768,10.102,,,,,3.721,6.000,0.109,1.358,0.245,0.60,1.63,31.30,43.51,25.19,1386.178,0.693,24.054,,525.68,0.32,,,,
383305122311901,T383305122311901,CA_Ritchey,CSQA,RITCHEY C NR DEER PARK CA,38.551424,-122.521015,"San Jose-San Francisco-Oakland, CA",North Bay,6.37,109.5699997,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.00,0.00,0.04,0.06,0.16,0.38,77.33,5.03,2.24,14.68,0.00,0.00,0.00,0.00,0.08,6386035,69.14,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.89,0.00,0.11,0.00,6350400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Undeveloped,Undeveloped,,,,,,,,,,,100.00,6380000,,,,,,,,,,,,,30.214,1.729,1.597,16.243,,,,275.700,910.500,,25.91,74.09,0.00,0.012,7.514,,,1.535,4.051,24.310,0.000,1.065,0.000,,,,,,,0.000,0.026,0.000,,,,,2431.125,0.004,78.841,5.496,3.099,10.740,10.496,5.059,,,,,0.298,5.997,0.119,1.102,0.189,1.03,3.13,37.23,43.94,18.83,1179.732,0.589,32.958,2.042,409.19,0.34,,,,
383321122302101,T383321122302101,CA_NapaBale,CSQA,NAPA R A BALE LN NR DEER PARK CA,38.555946,-122.505915,"San Jose-San Francisco-Oakland, CA",North Bay,116.50,80.94999695,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.13,0.63,1.33,4.79,0.29,1.34,37.67,6.02,9.53,26.37,11.66,0.00,0.14,0.03,0.08,116496540,42.27,1.17,1.22,1.24,0.47,0.03,1.39,1.43,0.24,0.00,1.59,0.00,0.00,1.95,11.88,0.00,0.00,0.03,80.91,0.00,0.07,0.00,116449200,1.90,5.15,5.15,7.10,11.88,11.91,19.02,80.98,Ag_low,Ag,0.16,1935,5.67,,,,,,,,94.33,116470000,,2.575,,0.858,,4.170,,4.170,,1,,3,31.173,2.082,1.769,60.250,,,,284.483,911.495,,78.07,20.22,0.00,0.011,8.191,,,1.452,3.821,23.444,188416.307,1165.381,39900.465,,,,,1,,19089.487,28.695,9582.519,,,,,4314.290,246.366,56.576,23.756,26.667,48.486,54.040,54.598,,,,,2.131,5.790,0.130,1.181,0.214,0.91,2.38,32.65,44.59,22.76,1076.554,1.321,36.486,2.617,312.26,0.30,,,,
383719122462501,T383719122462501,CA_Maacama,CSQA,MAACAMA C A CHALK HILL RD BR NR HEALDSBURG CA,38.621958,-122.773689,"San Jose-San Francisco-Oakland, CA",North Bay,117.97,50.43999863,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.00,0.01,0.18,2.27,0.07,1.77,28.26,10.81,22.94,28.46,5.04,0.00,0.06,0.00,0.11,117975156,34.99,0.18,0.18,0.18,0.04,0.00,0.55,0.21,0.00,0.00,0.00,0.00,0.00,0.00,5.37,0.16,0.00,0.05,93.51,0.00,0.10,0.00,118058400,0.59,0.81,0.81,0.81,5.37,5.57,6.38,93.62,Ag_low,Ag,,,,,,,,,,,100.00,118120000,,3.391,,0.848,,5.165,,5.165,,1,,4,36.362,3.485,5.371,60.926,,,,500.075,1095.899,,62.20,35.87,0.00,0.016,8.204,,,1.197,2.958,20.787,65048.799,533.351,107088.472,,,,,,,6590.436,13.142,22632.911,,,,,3542.381,247.827,85.244,0.647,0.933,1.696,1.619,1.925,,,,,1.823,5.981,0.134,1.338,0.257,0.96,1.67,28.32,43.98,27.70,1247.526,1.595,34.519,0.000,397.58,0.31,,,,
03241500,T03241500,OH_Massies,MSQA,Massies Creek at Wilberforce OH,39.722389,-83.882306,"Dayton-Springfield-Sidney, OH",,166.87,272.3999939,8.2.4,Eastern Corn Belt Plains,0.08,0.28,1.02,4.64,0.12,4.81,0.02,0.01,1.31,0.00,83.26,4.29,0.00,0.04,0.12,166860992,7.98,0.70,0.75,0.78,0.57,0.01,0.86,0.68,0.11,0.15,0.47,0.00,0.00,0.94,85.77,0.44,0.11,4.40,5.37,0.00,0.13,0.00,166827600,1.44,2.84,2.84,3.78,85.77,90.62,94.39,5.50,Ag_high,Ag,,1945,1.06,,,0.50,,,0.02,,98.41,166720000,1.199,,,,0.917,,0.554,,,,2,,45.480,2.430,6.750,2496.960,333.069,,,,,,55.97,25.70,0.00,0.781,11.710,4.816,,,,,823608.990,3166.128,109041.350,5564,0,7018,,1,,153563.674,635.531,31980.884,267,47,366,,6089.638,1115.719,63.696,9.219,9.911,32.000,33.000,36.000,1.306,,,,,2.900,0.146,1.581,0.347,0.78,1.50,23.12,51.53,25.35,130.762,0.949,59.675,0.430,325.80,1.90,,,,
03259000,T03259000,OH_Mill,MSQA,Mill Creek at Carthage OH,39.201972,-84.471278,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Midwest,310.82,161.6999969,8.2.4,Eastern Corn Belt Plains,7.03,13.98,29.82,29.57,0.03,13.30,0.42,0.02,0.30,0.08,3.15,1.81,0.00,0.07,0.43,310817984,25.67,25.81,27.18,27.33,12.27,10.73,5.21,1.19,4.94,19.19,26.36,0.00,13.15,0.79,3.27,0.02,0.00,1.96,0.47,0.00,0.43,0.00,310770000,28.21,93.05,79.90,93.84,3.27,5.26,99.10,0.90,Urban_high,Urban,6.49,1942,55.04,1.62,6.36,3.05,5.23,0.06,1.38,,27.25,310770000,4.182,,0.965,,55.336,,11.042,,3,,13,,21.050,2.520,5.480,859.500,449.530,,,,,,66.57,20.02,0.00,1.193,10.370,4.786,,,,,66319.552,182133.682,21170.177,880974,1100010,409672,,3,,12365.422,36558.368,6108.195,56543,43016,19525,,1346.044,177.054,66.207,341.981,365.806,797.000,824.000,846.000,6.408,,,,,3.878,0.144,1.573,0.372,0.58,0.92,17.09,51.58,31.33,145.720,1.003,54.484,6.894,224.30,4.80,182,151,2,105673.15
03271000,T03271000,OH_Wolf,MSQA,Wolf Creek at Dayton OH,39.766725,-84.236609,"Dayton-Springfield-Sidney, OH",Midwest,178.17,228,8.2.4,Eastern Corn Belt Plains,1.62,4.51,16.31,18.44,0.36,8.88,0.11,0.01,0.44,0.00,38.32,10.47,0.00,0.09,0.44,178154000,18.07,9.70,10.41,11.00,4.76,1.69,2.65,0.75,3.27,7.95,17.93,0.00,3.12,2.84,39.11,0.23,0.35,11.06,3.81,0.00,0.46,0.01,178185600,9.10,42.13,39.00,44.97,39.11,50.40,95.37,4.28,Mixed,Mixed,3.39,1941,28.47,2.70,7.64,,,1.65,,,59.55,178250000,0.561,,,,0.415,,0.138,,,,1,,36.950,2.470,4.240,1620.150,336.904,,,,,,51.65,38.68,0.00,0.897,11.210,4.728,,,,,477679.947,45329.573,84257.242,15953,17568,17666,,4,,89064.551,9098.728,22745.514,922,1018,977,,3881.195,678.615,48.210,166.014,169.005,405.000,381.000,350.000,4.455,,,,,3.889,0.135,1.600,0.362,0.54,0.91,21.71,51.67,26.62,136.132,1.119,58.663,0.030,289.40,2.20,16,9,,11106.32035
03336645,T03336645,IL_MidVermilion,MSQA,"MIDDLE FORK VERMILION RIVER ABOVE OAKWOOD, IL",40.136981,-87.745858,,,1120.29,172,8.3.2,Interior River Valleys and Hills,0.06,0.24,2.48,3.84,0.01,5.17,0.00,0.00,0.25,0.00,84.93,2.18,0.48,0.00,0.36,1120300032,4.75,1.26,1.27,1.28,0.16,0.06,0.63,0.48,0.03,0.00,0.57,0.00,0.00,0.02,89.03,0.10,0.00,2.34,5.85,0.10,0.36,0.28,1120359600,0.85,1.92,1.92,1.94,89.03,91.46,93.40,6.59,Ag_high,Ag,,1944,0.81,,,,0.25,,,,98.94,1120400000,0.357,,0.089,,8.252,,5.112,,1,,4,,33.110,2.030,10.680,1447.960,352.360,,,,,,65.98,23.14,0.00,1.502,10.650,4.670,,,,,10189047.772,20800.343,685242.673,0,14707,18359,,2,,1453388.963,4240.793,273740.513,0,843,1072,,10192.248,1545.466,58.637,4.226,4.361,10.000,10.000,10.000,1.648,,,,,1.945,0.159,1.456,0.302,1.94,0.68,11.62,52.76,35.61,169.644,0.827,59.991,5.140,225.10,1.50,7,4,,76934.80038
03336890,T03336890,IL_Spoon,MSQA,"SPOON RIVER NEAR ST. JOSEPH, IL",40.164167,-88.0275,,,108.40,199,8.2.3,Central Corn Belt Plains,0.06,0.21,1.71,5.08,0.04,0.11,0.00,0.00,0.00,0.00,91.67,1.01,0.05,0.00,0.05,108406000,0.68,1.05,1.06,1.06,0.26,0.00,0.28,0.45,0.00,0.00,0.71,0.00,0.00,0.00,96.90,0.00,0.00,1.12,0.21,0.00,0.05,0.00,108374400,0.55,1.71,1.71,1.71,96.90,98.03,99.74,0.26,Ag_high,Ag,,1935,1.12,,,,,,,,98.88,108350000,,,,,,,,,,,,,35.050,2.700,7.440,637.900,354.100,,,,,,47.90,35.19,0.00,0.981,10.560,4.680,,,,,1300605.235,5686.035,29155.626,0,0,0,,,,185521.272,1159.305,8017.784,0,6,0,,12787.636,1796.110,72.455,3.855,4.403,10.000,10.000,10.000,1.722,,,,,2.294,0.176,1.417,0.291,1.38,1.23,14.49,56.36,29.15,171.074,0.801,60.000,3.535,215.50,1.10,,,,
03340900,T03340900,IN_Raccoon,MSQA,"BIG RACCOON CREEK AT FERNDALE, IN",39.711167,-87.071278,,,559.36,183.1999969,8.3.2,Interior River Valleys and Hills,0.02,0.12,0.80,4.89,0.01,12.97,0.01,0.00,1.13,0.00,72.84,5.57,0.05,0.01,1.57,559353024,13.36,0.55,0.55,0.55,0.05,0.00,0.64,0.60,0.01,0.00,0.56,0.00,0.00,2.09,75.63,0.44,0.00,5.72,12.68,0.00,1.57,0.01,559324800,0.69,1.86,1.86,3.95,75.63,81.79,85.74,14.26,Ag_high,Ag,0.26,1935,0.70,,,,,,,,99.30,559250000,0.179,,0.179,,292.848,,108.632,,1,,1,,29.410,2.850,7.770,558.250,424.950,,,,,,60.41,24.38,0.00,1.135,10.240,6.364,,,,,4712209.403,11585.612,346962.352,7661,8777,10913,,4,,708574.073,1977.525,123943.433,720,589,974,,9701.697,1491.875,58.938,6.794,7.423,14.000,16.000,15.000,1.872,,,,,3.211,0.168,1.560,0.357,0.95,1.01,20.95,54.01,25.04,167.516,1.595,59.659,0.001,256.40,2.70,0,1,,0
03351072,T03351072,IN_Williams,MSQA,"WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN",39.926984,-86.172211,"Indianapolis-Carmel-Muncie, IN",Midwest,42.24,243.6999969,8.2.4,Eastern Corn Belt Plains,1.24,10.64,24.89,25.50,0.00,4.39,0.07,0.00,0.67,0.07,16.72,14.97,0.00,0.10,0.74,42229800,12.50,12.26,15.72,17.76,4.99,0.26,1.26,4.34,2.39,3.91,44.82,0.00,0.22,4.47,17.06,0.16,0.00,14.87,0.26,0.24,0.75,0.00,42307200,6.51,62.19,61.97,66.66,17.06,32.10,98.76,1.24,Mixed,Mixed,0.73,1982,3.17,,0.35,,33.63,0.92,20.26,5.94,35.73,42260000,2.367,,,,0.818,,0.818,,,,1,,28.950,2.760,6.240,932.110,456.300,,,,,,65.35,29.27,0.00,0.907,10.640,6.251,,,,,114674.716,38409.961,3804.295,0,0,0,,,,17243.614,6556.072,1095.637,0,0,0,,4339.368,589.378,141.085,90.276,160.665,131.000,283.000,461.000,6.645,,,,,1.654,0.169,1.621,0.376,1.82,0.80,23.35,50.52,26.13,158.820,0.544,60.000,0.000,268.30,1.40,,,,
03352875,T03352875,IN_Fall,MSQA,"FALL CREEK AT 16TH STREET AT INDIANAPOLIS, IN",39.788932,-86.177765,"Indianapolis-Carmel-Muncie, IN",Midwest,831.26,210.3999939,8.2.4,Eastern Corn Belt Plains,1.42,4.86,11.81,13.85,0.02,6.45,0.02,0.00,1.65,0.20,55.43,2.54,0.21,0.19,1.36,831246976,11.68,7.72,8.55,9.21,3.47,0.94,2.22,1.35,2.34,7.17,11.90,0.00,2.13,3.59,57.22,0.38,0.01,2.70,3.11,0.00,1.37,0.10,831225600,6.63,31.52,29.38,35.11,57.22,60.30,95.41,4.58,Mixed,Mixed,8.74,1952,15.13,1.86,3.04,1.95,1.23,2.23,1.25,1.75,71.57,831080000,0.361,,0.120,,90.592,,31.908,,1,,3,,35.730,2.880,5.060,5714.150,454.921,,,,,,41.69,43.38,1.38,0.746,12.260,5.796,,,,,4817924.406,383782.322,302420.964,47074,55741,61279,,5,,724470.387,65506.333,94184.323,6427,8298,8155,,7201.006,1063.640,69.881,123.915,145.830,255.000,291.000,338.000,4.100,,,,,2.664,0.160,1.588,0.365,1.60,1.48,26.24,49.24,24.52,152.224,0.945,59.996,0.000,268.80,1.50,22,25,1,7725.33
03353200,T03353200,IN_Eagle,MSQA,"EAGLE CREEK AT ZIONSVILLE, IN",39.946429,-86.26027,"Indianapolis-Carmel-Muncie, IN",,274.08,251.8999939,8.2.4,Eastern Corn Belt Plains,0.30,1.44,3.76,8.99,0.00,5.46,0.03,0.00,1.53,0.70,69.93,7.34,0.10,0.09,0.33,274068000,9.19,1.77,2.36,2.87,1.12,0.15,1.14,1.43,0.76,0.03,6.43,0.00,0.22,2.79,72.46,0.55,0.00,7.53,5.06,0.00,0.33,0.01,274093200,2.40,11.27,11.05,14.06,72.46,80.54,94.60,5.40,Mixed,Mixed,1.86,1972,1.27,0.69,2.24,0.04,,1.01,0.73,2.28,91.75,274180000,1.095,,,,1.836,,1.184,,,,3,,27.910,3.070,5.970,1387.160,456.015,,,,,,50.10,42.20,0.00,0.843,11.080,6.301,,,,,1998105.334,34100.720,88109.741,2737,491,16643,,3,,300454.812,5820.466,28670.437,251,31,289,,8366.261,1222.073,79.085,24.214,39.980,49.000,69.000,108.000,2.872,,,,,2.182,0.166,1.619,0.375,1.55,0.81,24.12,50.08,25.80,159.018,0.923,60.000,0.000,282.40,1.40,12,3,2,1264
03383782,T03383782,KY_Richland,MSQA,"RICHLAND CREEK AT CARBONDALE RD NEAR RICHLAND, KY",37.266339,-87.601161,,,31.17,117.5999985,8.3.2,Interior River Valleys and Hills,0.07,0.46,0.18,1.62,0.00,62.37,4.46,0.00,9.47,0.06,8.17,11.49,0.74,0.58,0.34,31169700,53.43,0.52,0.52,0.52,0.05,0.10,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,8.42,1.56,0.00,11.84,76.63,0.00,0.37,0.70,31204800,0.15,0.48,0.48,0.48,8.42,21.82,22.30,77.70,Ag_low,Ag,,,,,,,,,,,100.00,31150000,,,,,,,,,,,,,21.370,3.880,8.000,582.540,578.143,,,,,,80.63,16.46,0.00,1.895,10.110,4.424,,,,,40251.517,321.021,23925.510,0,0,0,,,,7013.857,60.325,6757.666,0,0,0,,2511.595,443.755,57.482,8.868,8.752,19.000,21.000,19.000,0.997,,,,,4.720,0.124,1.546,0.349,0.29,1.28,15.34,59.13,25.53,225.359,1.248,47.242,4.088,141.00,6.20,,,,
03384450,T03384450,IL_Lusk,MSQA,"LUSK CREEK NEAR EDDYVILLE, IL",37.472583,-88.547694,,,111.09,117,8.3.3,Interior Plateau,0.00,0.03,0.46,2.56,0.00,67.28,13.15,1.69,1.67,0.03,2.87,10.16,0.01,0.00,0.09,111098000,70.94,0.34,0.34,0.34,0.07,0.00,0.00,0.25,0.00,0.00,0.19,0.00,0.00,0.01,2.94,1.09,0.00,10.56,60.71,24.11,0.08,0.00,111124800,0.07,0.52,0.52,0.52,2.94,14.58,15.10,84.90,Undeveloped,Undeveloped,,1935,0.25,,,,,,,,99.75,111100000,0.900,,,,1.177,,0.999,,,,1,,14.280,3.000,9.000,157.020,373.109,,,,,,60.39,37.75,0.00,1.765,8.990,4.777,,,,,55323.429,187.313,21236.360,0,0,130,,,,7891.438,38.227,5144.607,0,0,39,,1168.507,117.691,45.532,1.752,1.893,3.000,4.000,3.000,0.847,,,,,3.280,0.160,1.489,0.399,0.43,1.00,10.41,64.21,25.38,227.942,1.394,54.860,0.000,194.40,10.60,,,,
03611100,T03611100,IL_Massac,MSQA,"MASSAC CREEK NEAR METROPOLIS, IL",37.1916,-88.70881,"Paducah-Mayfield, KY-IL",,66.43,101.5,8.3.2,Interior River Valleys and Hills,0.01,0.03,0.97,6.08,0.00,35.38,0.86,0.00,0.31,0.00,15.39,40.58,0.00,0.02,0.36,66431700,32.43,0.69,0.69,0.69,0.05,0.06,0.93,0.80,0.00,0.00,0.01,0.00,0.00,0.00,15.75,2.05,0.00,42.44,37.58,0.00,0.34,0.00,66430800,1.04,1.84,1.84,1.84,15.75,60.24,62.09,37.91,Ag_low,Ag,,,,,,,,,,,100.00,66380000,,,,,,,,,,,,,14.520,3.700,6.430,369.120,300.643,,,,,,80.46,17.94,0.00,1.880,10.150,4.774,,,,,241965.414,1058.250,44377.857,0,0,0,,,,34514.486,215.773,13669.827,0,0,0,,4803.758,728.588,65.150,5.203,6.001,10.000,13.000,14.000,2.164,,,,,3.120,0.185,1.426,0.397,0.49,1.41,16.63,60.53,22.84,242.852,1.098,54.570,1.186,139.90,5.40,,,,
040852508,T040852508,WI_Tisch,MSQA,"TISCH MILLS CREEK AT TISCH MILLS, WI",44.327539,-87.63675,"Green Bay-Shawano, WI",,30.66,194.3999939,8.2.1,Southeastern Wisconsin Till Plains,0.00,0.10,2.51,2.36,0.58,4.28,0.05,4.72,0.24,0.79,17.94,46.05,20.21,0.14,0.04,30669300,28.32,1.04,1.04,1.04,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,18.61,0.92,0.00,48.65,22.37,0.00,0.02,8.79,30646800,0.00,0.65,0.65,0.65,18.61,68.18,68.82,31.18,Ag_low,Ag,,,,,,,,,,,100.00,30690000,,,,,,,,,,,,,46.640,1.900,0.950,179.000,328.600,,,,,,22.77,75.21,0.00,0.615,10.680,4.569,,,,,103155.925,676.342,160808.779,0,0,0,,,,11523.469,73.445,31031.060,0,0,0,,9088.339,1390.345,61.897,4.974,5.614,13.000,13.000,13.000,1.345,,,,,4.998,0.109,1.562,0.276,1.09,6.77,48.87,36.22,14.91,89.168,0.501,60.000,0.033,219.60,2.40,,,,
040857005,T040857005,WI_Otter,MSQA,"OTTER CREEK AT WILLOW ROAD NEAR PLYMOUTH, WI",43.788889,-87.921389,,,24.81,230.3000031,8.2.1,Southeastern Wisconsin Till Plains,0.04,0.63,3.85,2.20,0.00,16.37,0.02,0.20,0.44,0.39,42.63,27.67,3.83,0.54,1.19,24817500,18.35,1.79,1.92,1.92,0.00,0.03,1.06,0.72,0.17,0.00,1.35,0.00,0.00,14.43,43.82,0.62,0.00,28.93,7.50,0.00,1.23,0.14,24854400,1.09,3.33,3.33,17.76,43.82,73.36,91.12,8.88,Ag_high,Ag,,,,,,,,,,,100.00,24860000,,,,,,,,,,,,,48.560,1.760,4.290,515.660,328.600,,,,,,54.83,40.60,0.00,0.817,10.380,5.203,,,,,100647.774,2158.748,77375.881,0,0,0,,,,11243.308,234.432,15624.171,0,0,0,,7782.820,1092.379,59.647,22.954,24.238,50.000,52.000,51.000,1.947,,,,,4.278,0.158,1.547,0.325,3.75,1.61,22.29,46.34,31.37,118.034,1.685,59.596,5.189,267.50,4.30,,,,
040869416,T040869416,WI_Lincoln,MSQA,"LINCOLN CREEK @ SHERMAN BOULEVARD AT MILWAUKEE, WI",43.097139,-87.96725,"Milwaukee-Racine-Waukesha, WI",Midwest,34.93,195.8999939,8.2.1,Southeastern Wisconsin Till Plains,8.99,30.43,41.78,12.62,0.03,1.88,0.00,0.00,3.11,0.45,0.01,0.50,0.20,0.00,0.00,34919100,11.73,42.74,43.08,43.44,13.14,7.51,5.20,1.74,12.70,49.64,4.27,0.00,5.75,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,34902000,25.85,99.95,94.20,99.95,0.02,0.02,99.97,0.03,Urban_high,Urban,1.30,1935,83.17,,,,,,,,16.83,34880000,,,,,,,,,,,,,40.220,2.370,7.000,923.000,392.300,,,,,,49.00,45.04,0.00,0.422,10.340,5.780,,,,,481.419,99247.329,0.929,0,0,0,,,,53.779,10778.015,0.371,0,0,0,,3433.166,310.111,35.419,881.230,893.382,2235.000,2260.000,2234.000,10.469,,,,,3.230,0.155,1.523,0.360,4.28,0.64,10.97,53.97,35.05,106.705,0.012,60.000,0.000,216.00,2.00,23,21,,32321
04087119,T04087119,WI_HoneyWau,MSQA,"HONEY CREEK AT WAUWATOSA, WI",43.043833,-88.005111,"Milwaukee-Racine-Waukesha, WI",Midwest,27.67,196.1000061,8.2.1,Southeastern Wisconsin Till Plains,9.54,33.97,44.81,11.25,0.00,0.22,0.00,0.04,0.07,0.00,0.00,0.05,0.02,0.00,0.04,27671400,12.42,46.33,46.88,47.14,10.90,1.54,5.33,0.85,9.18,67.96,3.91,0.00,0.26,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.04,0.00,27648000,17.76,99.91,99.65,99.91,0.00,0.05,99.96,0.04,Urban_high,Urban,,1935,89.89,,,,,,,,10.11,27700000,,,,,,,,,,,,,37.800,2.720,7.000,696.740,397.655,,,,,,16.84,81.57,0.00,0.545,10.100,6.006,,,,,38.903,83467.507,0.075,0,0,0,,,,4.346,9064.365,0.030,0,0,0,,3618.556,327.746,46.870,987.495,1024.600,2191.000,2116.000,2145.000,11.647,,,,,3.230,0.155,1.523,0.360,4.28,0.64,10.97,53.97,35.05,113.760,0.028,60.000,0.000,231.10,2.40,3,7,,787
05299770,T05299770,MN_Florida,MSQA,"FLORIDA CREEK AT 171ST AVE NEAR MARIETTA, MN",44.902222,-96.309278,,,299.34,335.2999878,9.2.3,Western Corn Belt Plains,0.00,0.02,0.08,3.79,0.09,0.87,0.00,0.00,19.88,0.02,54.07,12.29,0.44,7.68,0.77,299332000,1.21,0.18,0.18,0.18,0.07,0.00,0.00,0.22,0.00,0.00,0.04,0.00,0.00,0.18,55.64,11.87,0.02,12.25,15.25,0.61,0.77,3.08,299390400,0.07,0.33,0.33,0.50,55.64,79.77,80.27,19.71,Ag_high,Ag,0.18,1935,0.01,,,,,,,,99.99,299380000,0.334,,,,0.412,,,,,,1,,31.590,1.100,6.300,740.130,65.468,,,,,,73.06,21.11,0.00,1.469,10.560,4.754,,,,,1619053.173,2492.434,474558.621,0,0,0,,,,279399.954,456.904,143488.736,0,0,0,,7477.807,1414.263,54.966,1.182,1.347,3.000,2.000,2.000,1.463,,,,,4.292,0.170,1.445,0.277,1.40,1.70,26.50,47.74,25.76,97.029,0.568,60.000,6.733,488.60,2.40,,,,
